# Iterations  ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
VARIABLES=iterations ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
3751 8.449506e-08 6.788913e-08 1.381191e-07 1.199074e-07 5.322589e-06 5.292402e-13
3752 8.403736e-08 6.425741e-08 1.616916e-07 1.318372e-07 5.294951e-06 6.245873e-13
3753 7.135740e-08 5.946532e-08 1.523155e-07 1.260082e-07 4.496743e-06 4.335962e-13
3754 7.046119e-08 5.827000e-08 1.519474e-07 1.228889e-07 4.440397e-06 4.519854e-13
3755 7.051367e-08 5.743378e-08 1.526393e-07 1.203536e-07 4.443870e-06 4.647717e-13
3756 7.121627e-08 5.679389e-08 1.541137e-07 1.180953e-07 4.488333e-06 4.766689e-13
3757 7.237576e-08 5.633835e-08 1.560994e-07 1.160512e-07 4.561578e-06 4.877009e-13
3758 7.377647e-08 5.599931e-08 1.582826e-07 1.141757e-07 4.650002e-06 4.978491e-13
3759 7.517884e-08 5.570689e-08 1.602714e-07 1.123461e-07 4.738449e-06 5.071698e-13
3760 7.649046e-08 5.544730e-08 1.620421e-07 1.105585e-07 4.821139e-06 5.157304e-13
3761 7.761491e-08 5.520572e-08 1.634928e-07 1.087864e-07 4.891985e-06 5.233277e-13
3762 7.849132e-08 5.497064e-08 1.645485e-07 1.070135e-07 4.947151e-06 5.296751e-13
3763 7.908825e-08 5.473352e-08 1.651545e-07 1.052314e-07 4.984654e-06 5.353153e-13
3764 7.939493e-08 5.448076e-08 1.652690e-07 1.034276e-07 5.003813e-06 5.403092e-13
3765 7.654602e-08 5.493765e-08 1.600850e-07 9.435340e-08 4.820802e-06 5.883361e-13
3766 6.399506e-08 5.307859e-08 1.365791e-07 8.242880e-08 4.024476e-06 3.972060e-13
3767 6.230431e-08 5.311107e-08 1.261837e-07 8.199748e-08 3.916822e-06 5.077840e-13
3768 6.146806e-08 5.306390e-08 1.184696e-07 7.998786e-08 3.860851e-06 5.982355e-13
3769 6.082680e-08 5.278962e-08 1.108962e-07 8.025966e-08 3.821117e-06 2.972629e-13
3770 6.051585e-08 5.292801e-08 1.068422e-07 7.856518e-08 3.799635e-06 3.443877e-13
3771 6.030516e-08 5.252732e-08 1.038895e-07 7.820660e-08 3.785480e-06 3.729429e-13
3772 6.021519e-08 5.244250e-08 1.018644e-07 7.759012e-08 3.780054e-06 3.892663e-13
3773 6.026268e-08 5.224705e-08 1.001311e-07 7.718920e-08 3.782468e-06 4.052074e-13
3774 6.038277e-08 5.217330e-08 9.869774e-08 7.678468e-08 3.790003e-06 4.203163e-13
3775 6.056838e-08 5.206479e-08 9.755175e-08 7.647247e-08 3.801501e-06 4.345329e-13
3776 6.080381e-08 5.200088e-08 9.670889e-08 7.622542e-08 3.816321e-06 4.480927e-13
3777 6.107769e-08 5.194566e-08 9.615172e-08 7.610068e-08 3.833593e-06 4.608646e-13
3778 6.153269e-08 4.929791e-08 9.380162e-08 7.641482e-08 3.861604e-06 4.730123e-13
3779 6.191654e-08 4.885226e-08 9.332135e-08 7.703681e-08 3.886375e-06 4.843466e-13
3780 6.230275e-08 4.915974e-08 9.397427e-08 7.795513e-08 3.911448e-06 4.948210e-13
3781 6.276870e-08 4.954940e-08 9.517606e-08 7.923160e-08 3.941316e-06 5.046239e-13
3782 6.330930e-08 4.995007e-08 9.682211e-08 8.090477e-08 3.975784e-06 5.137925e-13
3783 6.391526e-08 5.038431e-08 9.889525e-08 8.300802e-08 4.014366e-06 5.223748e-13
3784 6.411285e-08 5.084781e-08 1.007976e-07 8.536758e-08 4.027031e-06 5.303941e-13
3785 6.435992e-08 5.137187e-08 1.031028e-07 8.805735e-08 4.042855e-06 5.378943e-13
3786 6.464176e-08 5.196226e-08 1.056677e-07 9.099737e-08 4.060899e-06 5.449033e-13
3787 6.494214e-08 5.264198e-08 1.086306e-07 9.420260e-08 4.080144e-06 5.514596e-13
3788 6.534749e-08 5.345584e-08 1.126078e-07 9.773696e-08 4.106066e-06 5.575868e-13
3789 6.568777e-08 5.436439e-08 1.176756e-07 1.014878e-07 4.127952e-06 5.633180e-13
3790 6.634769e-08 5.542478e-08 1.239013e-07 1.056813e-07 4.170114e-06 5.686726e-13
3791 6.744114e-08 5.659072e-08 1.309448e-07 1.101236e-07 4.239733e-06 5.736824e-13
3792 6.886269e-08 5.777156e-08 1.380098e-07 1.144995e-07 4.330126e-06 5.783681e-13
3793 7.053051e-08 5.891258e-08 1.447033e-07 1.185890e-07 4.436087e-06 5.827516e-13
3794 7.246077e-08 5.994930e-08 1.507488e-07 1.220796e-07 4.558628e-06 5.868497e-13
3795 7.465165e-08 6.091428e-08 1.561415e-07 1.252309e-07 4.697621e-06 5.906774e-13
3796 7.703471e-08 6.183341e-08 1.609571e-07 1.281202e-07 4.848738e-06 5.942563e-13
3797 7.952856e-08 6.271555e-08 1.649889e-07 1.307839e-07 5.006837e-06 5.976048e-13
3798 8.204604e-08 6.354888e-08 1.681487e-07 1.330986e-07 5.166452e-06 6.007433e-13
3799 8.448971e-08 6.429568e-08 1.702649e-07 1.348730e-07 5.321416e-06 6.036875e-13
3800 8.668127e-08 6.486339e-08 1.707361e-07 1.358199e-07 5.460472e-06 6.064561e-13
3801 8.803608e-08 6.508406e-08 1.687634e-07 1.353895e-07 5.546744e-06 6.090562e-13
3802 8.809576e-08 6.498281e-08 1.643542e-07 1.336564e-07 5.551337e-06 6.114942e-13
3803 8.807964e-08 6.482828e-08 1.594768e-07 1.306750e-07 5.550693e-06 5.686697e-13
3804 8.833132e-08 6.524969e-08 1.543920e-07 1.269030e-07 5.566200e-06 5.745743e-13
3805 8.829914e-08 6.625149e-08 1.493205e-07 1.250601e-07 5.566551e-06 5.819874e-13
3806 8.715688e-08 7.402786e-08 1.321995e-07 1.182867e-07 5.515269e-06 7.950104e-13
3807 8.006787e-08 8.899731e-08 1.610043e-07 1.649980e-07 5.097039e-06 5.502740e-13
3808 9.350695e-08 9.025953e-08 1.603595e-07 1.771422e-07 5.986061e-06 5.825536e-13
3809 1.007628e-07 1.188206e-07 1.493026e-07 1.954197e-07 6.360835e-06 7.233225e-13
3810 7.369124e-08 9.528637e-08 1.495033e-07 1.391466e-07 4.640695e-06 7.192724e-13
3811 7.511829e-08 8.933215e-08 1.448060e-07 1.119532e-07 4.767255e-06 6.337829e-13
3812 7.425561e-08 1.006484e-07 1.308813e-07 1.105090e-07 4.676226e-06 7.024945e-13
3813 7.362803e-08 9.161692e-08 1.301245e-07 1.252807e-07 4.657287e-06 6.227763e-13
3814 7.548973e-08 1.031313e-07 1.249204e-07 1.107584e-07 4.748572e-06 6.829188e-13
3815 7.543883e-08 9.343685e-08 1.240711e-07 1.397075e-07 4.769472e-06 6.073407e-13
3816 7.660825e-08 1.045414e-07 1.228915e-07 1.088239e-07 4.822046e-06 6.567538e-13
3817 7.500884e-08 9.677166e-08 1.214326e-07 1.347123e-07 4.735584e-06 6.098856e-13
3818 7.390073e-08 1.015112e-07 1.221181e-07 1.109706e-07 4.655048e-06 6.334952e-13
3819 7.396719e-08 1.003603e-07 1.221789e-07 1.272571e-07 4.662658e-06 4.948382e-13
3820 7.383230e-08 1.021579e-07 1.231290e-07 1.256465e-07 4.651166e-06 5.177747e-13
3821 7.398260e-08 1.030936e-07 1.237271e-07 1.303123e-07 4.659853e-06 5.289862e-13
3822 7.377536e-08 1.091700e-07 1.256916e-07 1.378868e-07 4.639578e-06 7.380428e-13
3823 7.235072e-08 1.110012e-07 1.235452e-07 1.448504e-07 4.547877e-06 3.292951e-13
3824 7.090665e-08 1.122263e-07 1.232774e-07 1.393454e-07 4.454469e-06 3.501136e-13
3825 6.999768e-08 1.133409e-07 1.226303e-07 1.421342e-07 4.395511e-06 3.859880e-13
3826 6.897408e-08 1.146562e-07 1.226471e-07 1.390653e-07 4.328819e-06 4.267351e-13
3827 6.810249e-08 1.159099e-07 1.215567e-07 1.438753e-07 4.272595e-06 4.584220e-13
3828 6.699863e-08 1.179426e-07 1.209690e-07 1.413631e-07 4.201323e-06 5.118513e-13
3829 6.615275e-08 1.191907e-07 1.199055e-07 1.435550e-07 4.146791e-06 5.337969e-13
3830 6.538053e-08 1.207066e-07 1.189470e-07 1.408069e-07 4.097180e-06 5.834009e-13
3831 6.472943e-08 1.215345e-07 1.173796e-07 1.407434e-07 4.055553e-06 6.041532e-13
3832 6.411694e-08 1.221822e-07 1.154972e-07 1.375839e-07 4.016907e-06 6.389333e-13
3833 6.341238e-08 1.229205e-07 1.137674e-07 1.356796e-07 3.972632e-06 4.471775e-13
3834 6.288656e-08 1.234276e-07 1.130841e-07 1.320134e-07 3.940097e-06 4.817646e-13
3835 6.257810e-08 1.236521e-07 1.125550e-07 1.301503e-07 3.921375e-06 5.028206e-13
3836 6.244997e-08 1.235916e-07 1.122046e-07 1.277669e-07 3.914221e-06 5.183619e-13
3837 6.241659e-08 1.232094e-07 1.119100e-07 1.247322e-07 3.913173e-06 5.330143e-13
3838 6.253128e-08 1.226296e-07 1.118862e-07 1.228303e-07 3.921630e-06 5.466674e-13
3839 6.278299e-08 1.219238e-07 1.121069e-07 1.207866e-07 3.938849e-06 5.593961e-13
3840 6.320725e-08 1.211037e-07 1.125354e-07 1.182603e-07 3.966997e-06 5.712183e-13
3841 6.379686e-08 1.200531e-07 1.128084e-07 1.166599e-07 4.005585e-06 5.822167e-13
3842 6.458986e-08 1.189530e-07 1.133509e-07 1.150719e-07 4.057043e-06 5.924317e-13
3843 6.560837e-08 1.177529e-07 1.141722e-07 1.137494e-07 4.122706e-06 6.018890e-13
3844 6.685033e-08 1.165340e-07 1.152977e-07 1.132248e-07 4.202455e-06 6.106005e-13
3845 6.826170e-08 1.152883e-07 1.166988e-07 1.122142e-07 4.292799e-06 6.185970e-13
3846 6.982580e-08 1.139193e-07 1.183364e-07 1.116046e-07 4.392668e-06 5.779193e-13
3847 7.148493e-08 1.124850e-07 1.202038e-07 1.112078e-07 4.498457e-06 5.884551e-13
3848 7.318622e-08 1.109963e-07 1.222768e-07 1.110786e-07 4.606828e-06 5.981436e-13
3849 7.487448e-08 1.094716e-07 1.245154e-07 1.111867e-07 4.714295e-06 6.070330e-13
3850 7.650567e-08 1.078604e-07 1.268714e-07 1.117725e-07 4.818106e-06 6.064437e-13
3851 7.802275e-08 1.063183e-07 1.292636e-07 1.121648e-07 4.914623e-06 6.036782e-13
3852 7.940404e-08 1.048516e-07 1.316257e-07 1.127235e-07 5.002498e-06 6.089822e-13
3853 8.057181e-08 1.033277e-07 1.337620e-07 1.132557e-07 5.076817e-06 5.886612e-13
3854 8.155588e-08 1.018031e-07 1.357133e-07 1.137607e-07 5.139486e-06 5.980668e-13
3855 8.234493e-08 1.003877e-07 1.373613e-07 1.141875e-07 5.189773e-06 6.065996e-13
3856 8.294396e-08 9.893879e-08 1.387254e-07 1.144858e-07 5.228038e-06 5.870749e-13
3857 8.335924e-08 9.744168e-08 1.397726e-07 1.146183e-07 5.254679e-06 5.964993e-13
3858 8.363574e-08 9.588755e-08 1.405257e-07 1.146678e-07 5.272531e-06 6.051696e-13
3859 8.375865e-08 9.427012e-08 1.409518e-07 1.145977e-07 5.280666e-06 5.846129e-13
3860 8.373753e-08 9.260007e-08 1.411062e-07 1.144081e-07 5.279692e-06 5.940803e-13
3861 8.363898e-08 9.062275e-08 1.411776e-07 1.143206e-07 5.273859e-06 6.118964e-13
3862 8.353693e-08 8.862259e-08 1.412801e-07 1.146097e-07 5.267773e-06 5.573772e-13
3863 8.349267e-08 8.692676e-08 1.407277e-07 1.150911e-07 5.265231e-06 5.692235e-13
3864 8.350053e-08 8.533689e-08 1.403106e-07 1.158489e-07 5.265916e-06 5.792339e-13
3865 8.354954e-08 8.380588e-08 1.399536e-07 1.167212e-07 5.269180e-06 5.883238e-13
3866 8.359882e-08 8.237029e-08 1.397118e-07 1.176622e-07 5.272437e-06 5.857262e-13
3867 8.356211e-08 8.133116e-08 1.395167e-07 1.186225e-07 5.270058e-06 5.843072e-13
3868 8.267362e-08 7.887373e-08 1.395770e-07 1.212566e-07 5.214126e-06 6.435872e-13
3869 8.209779e-08 7.658939e-08 1.431913e-07 1.252497e-07 5.178146e-06 4.313645e-13
3870 8.196803e-08 7.420476e-08 1.500981e-07 1.302195e-07 5.170360e-06 5.752853e-13
3871 7.632523e-08 7.392297e-08 1.395531e-07 1.462174e-07 4.815049e-06 6.492658e-13
3872 7.338231e-08 6.487442e-08 1.329975e-07 1.201551e-07 4.628349e-06 3.574679e-13
3873 7.209246e-08 7.334000e-08 1.253971e-07 1.411941e-07 4.548685e-06 4.121183e-13
3874 7.004087e-08 6.429745e-08 1.226317e-07 1.125569e-07 4.417206e-06 4.361596e-13
3875 6.948319e-08 6.817995e-08 1.184430e-07 1.214708e-07 4.382792e-06 4.734927e-13
3876 6.869243e-08 6.396772e-08 1.162465e-07 1.064199e-07 4.331930e-06 5.119990e-13
3877 6.786525e-08 6.818058e-08 1.123297e-07 1.176757e-07 4.280495e-06 5.712176e-13
3878 6.624721e-08 6.312591e-08 1.108869e-07 9.905869e-08 4.176996e-06 5.971149e-13
3879 6.473802e-08 6.833868e-08 1.094489e-07 1.156074e-07 4.082810e-06 5.042466e-13
3880 6.242632e-08 6.411723e-08 1.139821e-07 9.948846e-08 3.935651e-06 5.491445e-13
3881 6.132990e-08 6.843787e-08 1.182680e-07 1.139422e-07 3.867445e-06 5.727343e-13
3882 6.050467e-08 6.734021e-08 1.234934e-07 1.087108e-07 3.814563e-06 5.938544e-13
3883 6.035857e-08 6.866668e-08 1.263279e-07 1.119318e-07 3.804957e-06 5.119052e-13
3884 6.064579e-08 6.946581e-08 1.292009e-07 1.130335e-07 3.822215e-06 5.220784e-13
3885 6.132410e-08 7.039892e-08 1.319643e-07 1.149288e-07 3.864327e-06 5.316291e-13
3886 6.234096e-08 7.216964e-08 1.338108e-07 1.163885e-07 3.926341e-06 5.398712e-13
3887 6.353695e-08 7.260898e-08 1.363124e-07 1.182864e-07 4.002498e-06 5.486928e-13
3888 6.488618e-08 7.287822e-08 1.381563e-07 1.195263e-07 4.088145e-06 5.568739e-13
3889 6.634110e-08 7.311676e-08 1.392868e-07 1.205095e-07 4.180370e-06 5.644372e-13
3890 6.785805e-08 7.328973e-08 1.397375e-07 1.211358e-07 4.276440e-06 5.714321e-13
3891 6.940232e-08 7.340293e-08 1.395990e-07 1.214704e-07 4.374179e-06 5.779081e-13
3892 7.095546e-08 7.347205e-08 1.390201e-07 1.216379e-07 4.472433e-06 5.839051e-13
3893 7.250378e-08 7.349782e-08 1.380669e-07 1.216826e-07 4.570341e-06 5.894584e-13
3894 7.402031e-08 7.349296e-08 1.368508e-07 1.216950e-07 4.666203e-06 5.946051e-13
3895 7.547670e-08 7.347514e-08 1.354732e-07 1.217463e-07 4.758228e-06 5.993791e-13
3896 7.684482e-08 7.345390e-08 1.340142e-07 1.219168e-07 4.844640e-06 5.965865e-13
3897 7.809759e-08 7.342942e-08 1.325209e-07 1.222145e-07 4.923731e-06 6.012857e-13
3898 7.710937e-08 7.432911e-08 1.150145e-07 1.357079e-07 4.860399e-06 6.470478e-13
3899 7.343801e-08 7.285916e-08 1.171769e-07 1.342031e-07 4.626569e-06 4.482930e-13
3900 7.278634e-08 7.356828e-08 1.156251e-07 1.334868e-07 4.585302e-06 5.096836e-13
3901 7.236063e-08 7.150494e-08 1.147394e-07 1.266731e-07 4.557343e-06 5.392150e-13
3902 7.199004e-08 7.144448e-08 1.135327e-07 1.238508e-07 4.533874e-06 5.904087e-13
3903 7.163912e-08 6.962789e-08 1.137411e-07 1.166742e-07 4.510708e-06 6.328955e-13
3904 7.151506e-08 6.964442e-08 1.135129e-07 1.144977e-07 4.502883e-06 2.642972e-13
3905 7.149382e-08 6.893695e-08 1.128376e-07 1.112197e-07 4.501168e-06 2.766322e-13
3906 7.115992e-08 6.798680e-08 1.106840e-07 1.057716e-07 4.479451e-06 3.454779e-13
3907 7.088414e-08 6.673454e-08 1.073348e-07 9.938817e-08 4.461523e-06 4.247286e-13
3908 7.008965e-08 6.578044e-08 1.018140e-07 9.323003e-08 4.411067e-06 5.513021e-13
3909 6.752117e-08 6.234562e-08 9.171964e-08 8.090180e-08 4.247624e-06 7.538873e-13
3910 6.568858e-08 6.589686e-08 8.818897e-08 9.329702e-08 4.134273e-06 3.332648e-13
3911 6.419782e-08 6.142085e-08 8.803460e-08 7.755080e-08 4.036996e-06 3.725644e-13
3912 6.323535e-08 6.511998e-08 8.637358e-08 9.210678e-08 3.979013e-06 4.251426e-13
3913 6.222610e-08 6.201711e-08 8.656738e-08 8.103570e-08 3.912964e-06 4.692407e-13
3914 6.174339e-08 6.388522e-08 8.577280e-08 8.898761e-08 3.884105e-06 5.017259e-13
3915 6.136454e-08 6.300560e-08 8.551547e-08 8.620248e-08 3.859564e-06 5.376945e-13
3916 6.126112e-08 6.333851e-08 8.493559e-08 8.793881e-08 3.853450e-06 5.432016e-13
3917 6.123378e-08 6.333563e-08 8.447964e-08 8.820762e-08 3.851879e-06 5.483726e-13
3918 6.128469e-08 6.336979e-08 8.396125e-08 8.845408e-08 3.855279e-06 5.532060e-13
3919 6.141397e-08 6.341801e-08 8.339951e-08 8.858626e-08 3.863630e-06 5.577120e-13
3920 6.160558e-08 6.348505e-08 8.286595e-08 8.864634e-08 3.875929e-06 5.619080e-13
3921 6.174528e-08 6.363679e-08 8.292473e-08 8.889083e-08 3.884938e-06 5.658095e-13
3922 6.192420e-08 6.390609e-08 8.390696e-08 8.942017e-08 3.896444e-06 5.694256e-13
3923 6.224423e-08 6.424035e-08 8.549429e-08 9.022284e-08 3.916905e-06 5.727702e-13
3924 6.269101e-08 6.463956e-08 8.764789e-08 9.133627e-08 3.945415e-06 5.758527e-13
3925 6.324561e-08 6.508125e-08 9.031550e-08 9.280902e-08 3.980771e-06 5.552018e-13
3926 6.391112e-08 6.555896e-08 9.343572e-08 9.461487e-08 4.023171e-06 5.597498e-13
3927 6.470562e-08 6.608839e-08 9.694709e-08 9.677646e-08 4.073748e-06 5.638997e-13
3928 6.570694e-08 6.669667e-08 1.009036e-07 9.934815e-08 4.137415e-06 5.676737e-13
3929 6.689878e-08 6.721820e-08 1.050846e-07 1.020123e-07 4.213130e-06 5.710992e-13
3930 6.816227e-08 6.776506e-08 1.088680e-07 1.050700e-07 4.293372e-06 5.741965e-13
3931 6.963008e-08 6.834812e-08 1.126699e-07 1.082327e-07 4.386505e-06 5.298887e-13
3932 7.125398e-08 6.892437e-08 1.162941e-07 1.112802e-07 4.489477e-06 5.363044e-13
3933 7.294264e-08 6.946108e-08 1.195200e-07 1.140801e-07 4.596523e-06 5.415564e-13
3934 7.458850e-08 6.996342e-08 1.223360e-07 1.166597e-07 4.700857e-06 5.459785e-13
3935 7.619947e-08 7.041871e-08 1.246704e-07 1.189408e-07 4.802962e-06 5.498451e-13
3936 7.775925e-08 7.084478e-08 1.266489e-07 1.209939e-07 4.901816e-06 5.532034e-13
3937 7.914467e-08 7.122614e-08 1.281427e-07 1.227183e-07 4.989639e-06 5.563693e-13
3938 8.032098e-08 7.157288e-08 1.292412e-07 1.241560e-07 5.064241e-06 5.233882e-13
3939 8.136066e-08 7.194748e-08 1.302591e-07 1.256630e-07 5.130184e-06 5.290099e-13
3940 8.220781e-08 7.229873e-08 1.310780e-07 1.269675e-07 5.183946e-06 5.340515e-13
3941 8.258890e-08 7.255617e-08 1.312724e-07 1.278138e-07 5.208280e-06 5.387098e-13
3942 8.098774e-08 7.347179e-08 1.321379e-07 1.293296e-07 5.108280e-06 6.913018e-13
3943 8.035534e-08 7.444806e-08 1.322661e-07 1.310593e-07 5.068754e-06 3.380031e-13
3944 7.983435e-08 7.585942e-08 1.249030e-07 1.298829e-07 5.035658e-06 5.542436e-13
3945 7.855866e-08 7.552815e-08 1.188158e-07 1.270002e-07 4.954757e-06 3.111462e-13
3946 7.716252e-08 7.791584e-08 1.158788e-07 1.283865e-07 4.866427e-06 4.150221e-13
3947 7.681689e-08 7.910112e-08 1.161493e-07 1.300765e-07 4.844267e-06 4.634772e-13
3948 7.664511e-08 8.014913e-08 1.165009e-07 1.318677e-07 4.833329e-06 4.868714e-13
3949 7.653248e-08 8.095112e-08 1.165951e-07 1.333267e-07 4.826101e-06 5.021561e-13
3950 7.644572e-08 8.153014e-08 1.164944e-07 1.342633e-07 4.820520e-06 5.109618e-13
3951 7.639670e-08 8.200337e-08 1.163305e-07 1.349998e-07 4.817329e-06 5.167803e-13
3952 7.639643e-08 8.242599e-08 1.162185e-07 1.355871e-07 4.817220e-06 4.826846e-13
3953 7.643788e-08 8.281544e-08 1.162444e-07 1.360444e-07 4.819758e-06 4.909287e-13
3954 7.653979e-08 8.316185e-08 1.164447e-07 1.364026e-07 4.826115e-06 4.985760e-13
3955 7.674550e-08 8.343695e-08 1.169232e-07 1.368758e-07 4.839039e-06 5.056546e-13
3956 7.703188e-08 8.361385e-08 1.169215e-07 1.370226e-07 4.857033e-06 5.121897e-13
3957 7.742396e-08 8.375955e-08 1.172361e-07 1.369636e-07 4.881717e-06 4.798833e-13
3958 7.786169e-08 8.388469e-08 1.178424e-07 1.366646e-07 4.909300e-06 4.886099e-13
3959 7.832629e-08 8.400947e-08 1.187194e-07 1.361241e-07 4.938599e-06 4.966271e-13
3960 7.879426e-08 8.414130e-08 1.198420e-07 1.353774e-07 4.968134e-06 5.039872e-13
3961 7.924326e-08 8.427522e-08 1.211794e-07 1.346146e-07 4.996521e-06 4.858248e-13
3962 7.964706e-08 8.440014e-08 1.226927e-07 1.340107e-07 5.022125e-06 4.940830e-13
3963 7.998554e-08 8.451020e-08 1.243369e-07 1.335237e-07 5.043648e-06 5.016571e-13
3964 8.024061e-08 8.460221e-08 1.260399e-07 1.330827e-07 5.059956e-06 4.691537e-13
3965 8.079806e-08 8.857296e-08 1.567840e-07 1.409141e-07 5.098029e-06 5.684749e-13
3966 7.232313e-08 8.744211e-08 1.643786e-07 1.389879e-07 4.566618e-06 3.657466e-13
3967 6.984101e-08 8.701785e-08 1.645345e-07 1.374323e-07 4.410040e-06 4.374200e-13
3968 6.963330e-08 8.684916e-08 1.638122e-07 1.354398e-07 4.398505e-06 4.205327e-13
3969 6.969877e-08 8.681339e-08 1.627813e-07 1.333812e-07 4.403912e-06 4.300885e-13
3970 7.003659e-08 8.667258e-08 1.613860e-07 1.310152e-07 4.426308e-06 4.273492e-13
3971 7.059109e-08 8.641604e-08 1.595193e-07 1.283118e-07 4.462242e-06 4.266531e-13
3972 7.130874e-08 8.606718e-08 1.572069e-07 1.253334e-07 4.508368e-06 4.251994e-13
3973 7.213315e-08 8.563342e-08 1.545020e-07 1.221554e-07 4.561148e-06 4.231272e-13
3974 7.300756e-08 8.510838e-08 1.514643e-07 1.188788e-07 4.617017e-06 4.219948e-13
3975 7.386588e-08 8.452077e-08 1.481591e-07 1.155458e-07 4.671794e-06 4.207793e-13
3976 7.466705e-08 8.404078e-08 1.446843e-07 1.124504e-07 4.722918e-06 4.194883e-13
3977 7.544574e-08 8.422139e-08 1.412179e-07 1.104389e-07 4.772691e-06 4.171863e-13
3978 7.619413e-08 8.501657e-08 1.379199e-07 1.096767e-07 4.820628e-06 4.147574e-13
3979 7.684872e-08 8.607059e-08 1.344329e-07 1.095187e-07 4.862848e-06 4.136911e-13
3980 7.731258e-08 7.824111e-08 1.273503e-07 9.890485e-08 4.892113e-06 4.773739e-13
3981 7.779794e-08 7.882633e-08 1.254778e-07 1.006488e-07 4.923268e-06 3.674554e-13
3982 7.856186e-08 7.690684e-08 1.250000e-07 1.025481e-07 4.971452e-06 4.049362e-13
3983 7.904281e-08 7.738063e-08 1.231970e-07 1.045623e-07 5.002005e-06 4.012231e-13
3984 7.948359e-08 7.636842e-08 1.225096e-07 1.056706e-07 5.029658e-06 4.002440e-13
3985 7.836780e-08 7.609123e-08 1.349236e-07 1.288388e-07 4.957499e-06 5.179161e-13
3986 7.111512e-08 7.527582e-08 1.246918e-07 1.325060e-07 4.511647e-06 4.561175e-13
3987 7.109225e-08 7.627731e-08 1.246501e-07 1.328021e-07 4.510588e-06 4.188275e-13
3988 7.117611e-08 7.720829e-08 1.247432e-07 1.327472e-07 4.517453e-06 4.198059e-13
3989 7.132324e-08 7.815733e-08 1.254486e-07 1.326889e-07 4.528517e-06 4.288597e-13
3990 7.154531e-08 7.933644e-08 1.269183e-07 1.330209e-07 4.544237e-06 4.391882e-13
3991 7.186436e-08 8.083095e-08 1.291338e-07 1.338556e-07 4.565872e-06 4.506314e-13
3992 7.233496e-08 8.301919e-08 1.321017e-07 1.354198e-07 4.596732e-06 4.644327e-13
3993 7.300826e-08 8.609795e-08 1.358657e-07 1.381369e-07 4.639631e-06 4.822728e-13
3994 7.394578e-08 8.975473e-08 1.408393e-07 1.434335e-07 4.698259e-06 5.066858e-13
3995 7.573800e-08 9.366012e-08 1.486299e-07 1.544344e-07 4.810646e-06 5.431998e-13
3996 7.943488e-08 9.771870e-08 1.619316e-07 1.777737e-07 5.044714e-06 6.023093e-13
3997 8.736473e-08 1.041861e-07 1.861594e-07 2.259197e-07 5.553608e-06 6.998523e-13
3998 1.080457e-07 1.233997e-07 2.333822e-07 2.959348e-07 6.889309e-06 8.526921e-13
3999 1.407021e-07 1.725662e-07 3.049876e-07 4.024990e-07 9.011816e-06 1.023489e-12
4000 1.630708e-07 2.238540e-07 3.690952e-07 4.883502e-07 1.047554e-05 1.075848e-12
4001 1.607944e-07 2.407576e-07 4.058798e-07 4.832227e-07 1.030629e-05 9.333177e-13
4002 1.359441e-07 2.028956e-07 4.403762e-07 3.360276e-07 8.590586e-06 7.864597e-13
4003 9.411038e-08 1.570935e-07 4.131132e-07 2.616981e-07 5.932258e-06 1.088002e-12
4004 7.655770e-08 1.541170e-07 3.218457e-07 2.101677e-07 4.866487e-06 8.554831e-13
4005 7.287913e-08 1.571021e-07 3.264257e-07 1.953316e-07 4.621775e-06 8.046046e-13
4006 7.067702e-08 1.655376e-07 3.037391e-07 2.115280e-07 4.504039e-06 7.436005e-13
4007 6.460189e-08 1.789462e-07 2.915060e-07 2.166042e-07 4.120359e-06 8.190676e-13
4008 6.148263e-08 1.815020e-07 2.694056e-07 2.308761e-07 3.934854e-06 7.524307e-13
4009 5.787195e-08 1.931198e-07 2.458386e-07 2.434352e-07 3.713084e-06 6.960256e-13
4010 5.733561e-08 1.945832e-07 2.356455e-07 2.633924e-07 3.681047e-06 6.067528e-13
4011 5.498149e-08 1.894473e-07 2.292688e-07 2.667824e-07 3.527982e-06 6.135471e-13
4012 5.514919e-08 1.879679e-07 2.238337e-07 2.757398e-07 3.536933e-06 5.561513e-13
4013 5.559832e-08 1.840629e-07 2.175588e-07 2.849100e-07 3.561743e-06 5.213249e-13
4014 5.608655e-08 1.807197e-07 2.131487e-07 2.908168e-07 3.589160e-06 4.960970e-13
4015 5.652093e-08 1.786591e-07 2.103098e-07 2.947892e-07 3.614319e-06 4.681242e-13
4016 5.702385e-08 1.767710e-07 2.077740e-07 2.984683e-07 3.643846e-06 4.504026e-13
4017 5.761966e-08 1.749282e-07 2.053458e-07 3.021421e-07 3.679145e-06 4.385141e-13
4018 5.827399e-08 1.731761e-07 2.030333e-07 3.057825e-07 3.718130e-06 4.301356e-13
4019 5.898604e-08 1.714947e-07 2.008707e-07 3.093516e-07 3.760718e-06 4.238772e-13
4020 5.977000e-08 1.699032e-07 1.989683e-07 3.128621e-07 3.807778e-06 4.189775e-13
4021 6.064125e-08 1.684426e-07 1.972631e-07 3.163303e-07 3.860361e-06 4.150354e-13
4022 6.160434e-08 1.670697e-07 1.958301e-07 3.197783e-07 3.918727e-06 4.117738e-13
